id  label
ENSDART00000162394.1  NonCoding
ENSDART00000157657.1  Coding
ENSDART00000171903.1  Coding
ENSDART00000160829.1  Coding
ENSDART00000158696.1  Coding
ENSDART00000039465.7  Coding
ENSDART00000150683.2  Coding
ENSDART00000152199.1  NonCoding
ENSDART00000173866.1  NonCoding
ENSDART00000155694.1  NonCoding
ENSDART00000158920.1  NonCoding
ENSDART00000164527.1  NonCoding
ENSDART00000138177.1  Coding
ENSDART00000138616.1  NonCoding
ENSDART00000142990.2  NonCoding
ENSDART00000132258.3  NonCoding
ENSDART00000153132.1  NonCoding
ENSDART00000163057.1  NonCoding
ENSDART00000137550.1  NonCoding
ENSDART00000165195.1  NonCoding
ENSDART00000158265.1  NonCoding
ENSDART00000154942.1  Coding
ENSDART00000160705.1  NonCoding
ENSDART00000152604.1  NonCoding
ENSDART00000153572.1  NonCoding
ENSDART00000158391.1  NonCoding
ENSDART00000153997.2  NonCoding
ENSDART00000157257.1  NonCoding
ENSDART00000145281.3  Coding
ENSDART00000146064.1  NonCoding
ENSDART00000172079.1  Coding
ENSDART00000162559.1  NonCoding
ENSDART00000163316.1  NonCoding
ENSDART00000171955.1  NonCoding
ENSDART00000171419.1  Coding
ENSDART00000167118.1  Coding
ENSDART00000163641.1  NonCoding
ENSDART00000161242.1  NonCoding
ENSDART00000155811.1  NonCoding
ENSDART00000153439.1  NonCoding
ENSDART00000155356.1  NonCoding
ENSDART00000142034.1  NonCoding
ENSDART00000158015.1  NonCoding
ENSDART00000159358.1  NonCoding
ENSDART00000140068.1  NonCoding
ENSDART00000173179.1  Coding
ENSDART00000156521.1  NonCoding
ENSDART00000169884.1  Coding
ENSDART00000166481.1  Coding
ENSDART00000162816.1  NonCoding
ENSDART00000153349.1  NonCoding
ENSDART00000151983.1  NonCoding
ENSDART00000161244.1  NonCoding
ENSDART00000168149.1  Coding
ENSDART00000161173.1  Coding
ENSDART00000172393.1  Coding
ENSDART00000158932.1  NonCoding
ENSDART00000154864.1  Coding
ENSDART00000140579.3  NonCoding
ENSDART00000172843.1  NonCoding
ENSDART00000133192.3  NonCoding
ENSDART00000144530.2  NonCoding
ENSDART00000156864.1  NonCoding
ENSDART00000156870.2  NonCoding
ENSDART00000156456.1  Coding
ENSDART00000157495.1  NonCoding
ENSDART00000076733.1  Coding
ENSDART00000172888.1  Coding
ENSDART00000164429.1  NonCoding
ENSDART00000168988.1  NonCoding
ENSDART00000153533.2  NonCoding
ENSDART00000157166.1  NonCoding
ENSDART00000153876.1  NonCoding
ENSDART00000158728.1  NonCoding
ENSDART00000173190.1  NonCoding
ENSDART00000173810.1  NonCoding
ENSDART00000155281.1  NonCoding
ENSDART00000156951.1  NonCoding
ENSDART00000156849.1  NonCoding
ENSDART00000154427.1  NonCoding
ENSDART00000152018.1  NonCoding
ENSDART00000151949.2  NonCoding
ENSDART00000156241.1  Coding
ENSDART00000156506.1  NonCoding
ENSDART00000160839.1  NonCoding
ENSDART00000155789.1  NonCoding
ENSDART00000153893.1  NonCoding
ENSDART00000154954.2  NonCoding
ENSDART00000155745.1  NonCoding
ENSDART00000153803.2  NonCoding
ENSDART00000156837.1  NonCoding
ENSDART00000155171.1  NonCoding
ENSDART00000141375.1  NonCoding
ENSDART00000161543.2  NonCoding
ENSDART00000149569.2  NonCoding
ENSDART00000152833.1  NonCoding
ENSDART00000155347.1  NonCoding
ENSDART00000157448.1  NonCoding
ENSDART00000138258.2  NonCoding
ENSDART00000155241.1  NonCoding
ENSDART00000171564.1  NonCoding
ENSDART00000156758.2  NonCoding
ENSDART00000154698.1  NonCoding
ENSDART00000161910.1  NonCoding
ENSDART00000137209.3  Coding
ENSDART00000153300.1  NonCoding
ENSDART00000155856.1  Coding
ENSDART00000155813.1  Coding
ENSDART00000157867.1  NonCoding
ENSDART00000154650.1  NonCoding
ENSDART00000156591.1  NonCoding
ENSDART00000172917.1  Coding
ENSDART00000172746.1  Coding
ENSDART00000149262.3  NonCoding
ENSDART00000149377.2  NonCoding
ENSDART00000148903.2  NonCoding
ENSDART00000148838.1  NonCoding
ENSDART00000156913.1  NonCoding
ENSDART00000153592.1  Coding
ENSDART00000153511.1  NonCoding
ENSDART00000158066.1  NonCoding
ENSDART00000172723.1  NonCoding
ENSDART00000156607.1  NonCoding
ENSDART00000156493.2  NonCoding
ENSDART00000173553.1  NonCoding
ENSDART00000173572.1  NonCoding
ENSDART00000173974.1  NonCoding
ENSDART00000173531.1  NonCoding
ENSDART00000173782.1  NonCoding
ENSDART00000173502.1  Coding
ENSDART00000173614.1  NonCoding
ENSDART00000173650.1  NonCoding
ENSDART00000173958.1  NonCoding
ENSDART00000173680.1  NonCoding
ENSDART00000168360.1  NonCoding
ENSDART00000163821.2  NonCoding
ENSDART00000152383.1  NonCoding
ENSDART00000138848.2  NonCoding
ENSDART00000167151.1  NonCoding
ENSDART00000134679.1  NonCoding
ENSDART00000163472.1  NonCoding
ENSDART00000173038.1  Coding
ENSDART00000154922.1  NonCoding
ENSDART00000169958.1  Coding
ENSDART00000155654.1  NonCoding
ENSDART00000142778.2  NonCoding
ENSDART00000151995.1  NonCoding
ENSDART00000133418.2  NonCoding
ENSDART00000135056.2  NonCoding
ENSDART00000141398.2  NonCoding
ENSDART00000143022.2  NonCoding
ENSDART00000137320.2  NonCoding
ENSDART00000131770.2  NonCoding
ENSDART00000142301.2  NonCoding
ENSDART00000133303.2  NonCoding
ENSDART00000134654.1  NonCoding
ENSDART00000139820.1  NonCoding
ENSDART00000132055.1  NonCoding
ENSDART00000145235.1  NonCoding
ENSDART00000159648.1  NonCoding
ENSDART00000173096.1  Coding
ENSDART00000165378.1  NonCoding
ENSDART00000156468.1  NonCoding
ENSDART00000155972.1  NonCoding
ENSDART00000155133.1  NonCoding
ENSDART00000154459.1  NonCoding
ENSDART00000153958.2  NonCoding
ENSDART00000154331.1  NonCoding
ENSDART00000136087.2  NonCoding
ENSDART00000167639.1  NonCoding
ENSDART00000163410.1  NonCoding
ENSDART00000171124.1  NonCoding
ENSDART00000171615.1  NonCoding
ENSDART00000154149.2  NonCoding
ENSDART00000156423.1  NonCoding
ENSDART00000173080.1  NonCoding
ENSDART00000150929.1  NonCoding
ENSDART00000167502.1  NonCoding
ENSDART00000170704.1  NonCoding
ENSDART00000130744.2  NonCoding
ENSDART00000151466.2  NonCoding
ENSDART00000153393.2  NonCoding
ENSDART00000153052.2  NonCoding
ENSDART00000153106.2  NonCoding
ENSDART00000153186.2  NonCoding
ENSDART00000153288.1  NonCoding
ENSDART00000165947.1  NonCoding
ENSDART00000155862.1  NonCoding
ENSDART00000155656.1  NonCoding
ENSDART00000162718.1  Coding
ENSDART00000154693.1  Coding
ENSDART00000163030.1  NonCoding
ENSDART00000157795.1  NonCoding
ENSDART00000162564.1  NonCoding
ENSDART00000147646.2  Coding
ENSDART00000166219.1  Coding
ENSDART00000164216.1  NonCoding
ENSDART00000154227.1  NonCoding
ENSDART00000152275.1  NonCoding
ENSDART00000173362.1  NonCoding
ENSDART00000172973.1  NonCoding
ENSDART00000161747.1  NonCoding
ENSDART00000167330.1  Coding
ENSDART00000140828.2  Coding
ENSDART00000151182.1  NonCoding
ENSDART00000157562.1  NonCoding
ENSDART00000157208.1  NonCoding
ENSDART00000144055.2  Coding
ENSDART00000163109.1  NonCoding
ENSDART00000148581.1  NonCoding
ENSDART00000151312.1  NonCoding
ENSDART00000156873.1  NonCoding
ENSDART00000171620.1  NonCoding
ENSDART00000172786.1  NonCoding
ENSDART00000153711.1  Coding
ENSDART00000153607.1  NonCoding
ENSDART00000153650.1  NonCoding
ENSDART00000152625.1  NonCoding
ENSDART00000164952.1  NonCoding
ENSDART00000143042.3  NonCoding
ENSDART00000162959.1  NonCoding
ENSDART00000161583.1  Coding
ENSDART00000154290.1  NonCoding
ENSDART00000154111.1  NonCoding
ENSDART00000154692.1  NonCoding
ENSDART00000143875.1  NonCoding
ENSDART00000173213.1  NonCoding
ENSDART00000156448.1  NonCoding
ENSDART00000153250.2  NonCoding
ENSDART00000167160.1  NonCoding
ENSDART00000172944.1  NonCoding
ENSDART00000158509.1  NonCoding
ENSDART00000173797.1  Coding
ENSDART00000173833.1  NonCoding
ENSDART00000153858.1  Coding
ENSDART00000145121.2  NonCoding
ENSDART00000173643.1  NonCoding
ENSDART00000166718.1  NonCoding
ENSDART00000170120.1  NonCoding
ENSDART00000157751.1  NonCoding
ENSDART00000158270.1  NonCoding
ENSDART00000151551.1  NonCoding
ENSDART00000152861.1  NonCoding
ENSDART00000156756.1  NonCoding
ENSDART00000163485.1  NonCoding
ENSDART00000164618.1  NonCoding
ENSDART00000167120.1  NonCoding
ENSDART00000152578.1  NonCoding
ENSDART00000153744.1  NonCoding
ENSDART00000165009.1  NonCoding
ENSDART00000154046.1  NonCoding
ENSDART00000159664.1  NonCoding
ENSDART00000143303.3  NonCoding
ENSDART00000142561.1  NonCoding
ENSDART00000154177.2  Coding
ENSDART00000156729.1  Coding
ENSDART00000129404.2  Coding
ENSDART00000152820.1  NonCoding
ENSDART00000154360.1  Coding
ENSDART00000156118.1  Coding
ENSDART00000168034.1  Coding
ENSDART00000154284.1  NonCoding
ENSDART00000153889.1  NonCoding
ENSDART00000172855.1  NonCoding
ENSDART00000154949.1  NonCoding
ENSDART00000154396.1  NonCoding
ENSDART00000153505.1  NonCoding
ENSDART00000151705.2  NonCoding
ENSDART00000151935.1  NonCoding
ENSDART00000155800.1  NonCoding
ENSDART00000154324.1  NonCoding
ENSDART00000157500.1  NonCoding
ENSDART00000159494.1  NonCoding
ENSDART00000164813.1  NonCoding
ENSDART00000150367.1  NonCoding
ENSDART00000121546.2  NonCoding
ENSDART00000173369.1  NonCoding
ENSDART00000153205.1  NonCoding
ENSDART00000156113.1  NonCoding
ENSDART00000153902.1  NonCoding
ENSDART00000155777.1  Coding
ENSDART00000150672.1  NonCoding
ENSDART00000153241.1  NonCoding
ENSDART00000152700.1  NonCoding
ENSDART00000165807.1  NonCoding
ENSDART00000134290.2  NonCoding
ENSDART00000172369.1  NonCoding
ENSDART00000159437.1  NonCoding
ENSDART00000155149.1  NonCoding
ENSDART00000157228.1  NonCoding
ENSDART00000156222.1  NonCoding
ENSDART00000144656.2  NonCoding
ENSDART00000137401.1  NonCoding
ENSDART00000151156.2  NonCoding
ENSDART00000173936.1  NonCoding
ENSDART00000147647.2  NonCoding
ENSDART00000153144.2  NonCoding
ENSDART00000151386.1  NonCoding
ENSDART00000155570.1  NonCoding
ENSDART00000159518.1  NonCoding
ENSDART00000166738.1  NonCoding
ENSDART00000155805.1  NonCoding
ENSDART00000153730.1  NonCoding
ENSDART00000160621.1  Coding
ENSDART00000164345.1  NonCoding
ENSDART00000168889.1  NonCoding
ENSDART00000154154.1  NonCoding
ENSDART00000155127.1  NonCoding
ENSDART00000151753.1  NonCoding
ENSDART00000139872.2  NonCoding
ENSDART00000138096.1  NonCoding
ENSDART00000156307.1  NonCoding
ENSDART00000152416.1  NonCoding
ENSDART00000123277.2  Coding
ENSDART00000156172.1  NonCoding
ENSDART00000160109.1  NonCoding
ENSDART00000157362.1  Coding
ENSDART00000156887.1  Coding
ENSDART00000123546.2  Coding
ENSDART00000155331.1  NonCoding
ENSDART00000141092.2  NonCoding
ENSDART00000132717.1  NonCoding
ENSDART00000156484.1  NonCoding
ENSDART00000166641.1  NonCoding
ENSDART00000173859.1  NonCoding
ENSDART00000154202.1  NonCoding
ENSDART00000155099.1  NonCoding
ENSDART00000153155.1  NonCoding
ENSDART00000155058.2  NonCoding
ENSDART00000155453.1  NonCoding
ENSDART00000156004.2  NonCoding
ENSDART00000153356.2  NonCoding
ENSDART00000150741.2  NonCoding
ENSDART00000150361.1  NonCoding
ENSDART00000154101.2  NonCoding
ENSDART00000157368.2  NonCoding
ENSDART00000158496.1  NonCoding
ENSDART00000163049.1  NonCoding
ENSDART00000062990.5  Coding
ENSDART00000156320.1  NonCoding
ENSDART00000145963.2  NonCoding
ENSDART00000153691.1  NonCoding
ENSDART00000143272.2  NonCoding
ENSDART00000152995.1  Coding
ENSDART00000155875.1  Coding
ENSDART00000155848.1  NonCoding
ENSDART00000157382.1  NonCoding
ENSDART00000139533.1  NonCoding
ENSDART00000157914.1  NonCoding
ENSDART00000157124.1  NonCoding
ENSDART00000169363.1  NonCoding
ENSDART00000166111.1  NonCoding
ENSDART00000156117.1  NonCoding
ENSDART00000170131.1  NonCoding
ENSDART00000155690.1  NonCoding
ENSDART00000149172.1  NonCoding
ENSDART00000169452.1  Coding
ENSDART00000152162.1  NonCoding
ENSDART00000170152.1  Coding
ENSDART00000155270.1  Coding
ENSDART00000167561.1  NonCoding
ENSDART00000153570.1  NonCoding
ENSDART00000170579.1  Coding
ENSDART00000144978.2  NonCoding
ENSDART00000164033.1  NonCoding
ENSDART00000171953.1  Coding
ENSDART00000160630.1  NonCoding
ENSDART00000133085.1  NonCoding
ENSDART00000154159.1  NonCoding
ENSDART00000159937.1  NonCoding
ENSDART00000153375.1  NonCoding
ENSDART00000155590.1  NonCoding
ENSDART00000158538.1  NonCoding
ENSDART00000150946.1  NonCoding
ENSDART00000156081.1  NonCoding
ENSDART00000087449.5  Coding
ENSDART00000156369.1  NonCoding
ENSDART00000157767.1  NonCoding
ENSDART00000154703.1  NonCoding
ENSDART00000173053.1  NonCoding
ENSDART00000155056.2  NonCoding
ENSDART00000154886.1  NonCoding
ENSDART00000166751.1  NonCoding
ENSDART00000163389.1  NonCoding
ENSDART00000160330.1  NonCoding
ENSDART00000150561.1  NonCoding
ENSDART00000156380.1  NonCoding
ENSDART00000156889.1  NonCoding
ENSDART00000153556.1  NonCoding
ENSDART00000173296.1  NonCoding
ENSDART00000165089.1  NonCoding
ENSDART00000157015.1  NonCoding
ENSDART00000156932.1  NonCoding
ENSDART00000160838.1  NonCoding
ENSDART00000164693.1  NonCoding
ENSDART00000159880.1  NonCoding
ENSDART00000163263.1  Coding
ENSDART00000167972.1  Coding
ENSDART00000151769.1  Coding
ENSDART00000152138.2  Coding
ENSDART00000145374.2  Coding
ENSDART00000165690.1  Coding
ENSDART00000147684.2  NonCoding
ENSDART00000161094.1  NonCoding
ENSDART00000160684.1  NonCoding
ENSDART00000166389.1  NonCoding
ENSDART00000145861.2  NonCoding
ENSDART00000158800.1  NonCoding
ENSDART00000157549.1  NonCoding
ENSDART00000163721.1  Coding
ENSDART00000162825.1  Coding
ENSDART00000154902.1  NonCoding
ENSDART00000163453.1  Coding
ENSDART00000155505.1  NonCoding
ENSDART00000156613.1  NonCoding
ENSDART00000173400.1  NonCoding
ENSDART00000158101.1  NonCoding
ENSDART00000163747.1  NonCoding
ENSDART00000150465.1  NonCoding
ENSDART00000161926.1  NonCoding
ENSDART00000161266.1  Coding
ENSDART00000171856.1  Coding
ENSDART00000153716.1  NonCoding
ENSDART00000156123.1  Coding
ENSDART00000160450.1  NonCoding
ENSDART00000156279.2  NonCoding
ENSDART00000156754.1  NonCoding
ENSDART00000156513.2  Coding
ENSDART00000153887.1  Coding
ENSDART00000156960.1  Coding
ENSDART00000173084.1  Coding
ENSDART00000143597.2  Coding
ENSDART00000122327.2  NonCoding
ENSDART00000170902.1  NonCoding
ENSDART00000148422.1  Coding
ENSDART00000157096.1  NonCoding
ENSDART00000164620.1  NonCoding
ENSDART00000154143.1  NonCoding
ENSDART00000171430.1  NonCoding
ENSDART00000168863.1  NonCoding
ENSDART00000168508.1  Coding
ENSDART00000168507.1  Coding
ENSDART00000148196.2  NonCoding
ENSDART00000151816.1  Coding
ENSDART00000160082.1  NonCoding
ENSDART00000156649.1  NonCoding
ENSDART00000161515.1  Coding
ENSDART00000171892.1  NonCoding
ENSDART00000169839.1  Coding
ENSDART00000168602.1  Coding
ENSDART00000173993.1  NonCoding
ENSDART00000172836.1  NonCoding
ENSDART00000152148.1  Coding
ENSDART00000165599.1  Coding
ENSDART00000158334.1  NonCoding
ENSDART00000163602.1  NonCoding
ENSDART00000168227.1  NonCoding
ENSDART00000154301.1  NonCoding
ENSDART00000154602.1  NonCoding
ENSDART00000148005.2  Coding
ENSDART00000153767.1  NonCoding
ENSDART00000153479.2  NonCoding
ENSDART00000144731.3  NonCoding
ENSDART00000154808.1  NonCoding
ENSDART00000155014.1  NonCoding
ENSDART00000173460.1  NonCoding
ENSDART00000156537.1  NonCoding
ENSDART00000165862.1  NonCoding
ENSDART00000142984.1  NonCoding
ENSDART00000131248.1  NonCoding
ENSDART00000157809.1  NonCoding
ENSDART00000157158.1  Coding
ENSDART00000157311.1  NonCoding
ENSDART00000154318.1  NonCoding
ENSDART00000152947.1  NonCoding
ENSDART00000153000.1  NonCoding
ENSDART00000172759.1  NonCoding
ENSDART00000157253.1  NonCoding
ENSDART00000155539.1  NonCoding
ENSDART00000154891.2  NonCoding
ENSDART00000155538.2  NonCoding
ENSDART00000154576.2  NonCoding
ENSDART00000155814.1  NonCoding
ENSDART00000153180.1  NonCoding
ENSDART00000169061.1  NonCoding
ENSDART00000156313.1  NonCoding
ENSDART00000151406.2  NonCoding
ENSDART00000150651.2  NonCoding
ENSDART00000150484.1  NonCoding
ENSDART00000155846.1  NonCoding
ENSDART00000160550.1  NonCoding
ENSDART00000151006.1  NonCoding
ENSDART00000158332.1  NonCoding
ENSDART00000154204.1  NonCoding
ENSDART00000155901.1  Coding
ENSDART00000154368.1  NonCoding
ENSDART00000159854.1  NonCoding
ENSDART00000148253.2  NonCoding
ENSDART00000134352.2  NonCoding
ENSDART00000151170.1  NonCoding
ENSDART00000153014.1  NonCoding
ENSDART00000153463.1  NonCoding
ENSDART00000151867.1  NonCoding
ENSDART00000164031.1  NonCoding
ENSDART00000172489.1  NonCoding
ENSDART00000139030.2  NonCoding
ENSDART00000145771.2  NonCoding
ENSDART00000157350.1  NonCoding
ENSDART00000151879.1  NonCoding
ENSDART00000166367.1  NonCoding
ENSDART00000163229.1  Coding
ENSDART00000154176.1  NonCoding
ENSDART00000150317.1  NonCoding
ENSDART00000159403.1  NonCoding
ENSDART00000157048.1  NonCoding
ENSDART00000158762.1  Coding
ENSDART00000151887.2  NonCoding
ENSDART00000152092.1  NonCoding
ENSDART00000153966.1  NonCoding
ENSDART00000150985.1  NonCoding
ENSDART00000133891.2  NonCoding
ENSDART00000139170.1  Coding
ENSDART00000152252.1  NonCoding
ENSDART00000166260.2  NonCoding
ENSDART00000153359.1  NonCoding
ENSDART00000157543.1  NonCoding
ENSDART00000153120.2  NonCoding
ENSDART00000153353.2  NonCoding
ENSDART00000153450.1  NonCoding
ENSDART00000142382.1  NonCoding
ENSDART00000165829.1  NonCoding
ENSDART00000160447.1  NonCoding
ENSDART00000155938.1  NonCoding
ENSDART00000155001.1  Coding
ENSDART00000153525.1  NonCoding
ENSDART00000170180.1  NonCoding
ENSDART00000161966.1  NonCoding
ENSDART00000154460.1  NonCoding
ENSDART00000139338.2  NonCoding
ENSDART00000130022.2  NonCoding
ENSDART00000154236.1  NonCoding
ENSDART00000173741.1  NonCoding
ENSDART00000157294.2  NonCoding
ENSDART00000156365.1  NonCoding
ENSDART00000163433.1  NonCoding
ENSDART00000165810.1  NonCoding
ENSDART00000166904.1  NonCoding
ENSDART00000170981.1  NonCoding
ENSDART00000165747.1  NonCoding
ENSDART00000172122.1  NonCoding
ENSDART00000160460.1  NonCoding
ENSDART00000153550.1  NonCoding
ENSDART00000157337.1  NonCoding
ENSDART00000148124.1  NonCoding
ENSDART00000148638.1  NonCoding
ENSDART00000156042.2  NonCoding
ENSDART00000142965.2  NonCoding
ENSDART00000133019.1  NonCoding
ENSDART00000139663.1  NonCoding
ENSDART00000158659.2  Coding
ENSDART00000153076.1  NonCoding
ENSDART00000154910.1  Coding
ENSDART00000007434.8  Coding
ENSDART00000173831.1  NonCoding
ENSDART00000158078.1  NonCoding
ENSDART00000165523.1  Coding
ENSDART00000169190.1  NonCoding
ENSDART00000164827.1  NonCoding
ENSDART00000167883.1  NonCoding
ENSDART00000155413.1  Coding
ENSDART00000173464.1  NonCoding
ENSDART00000150905.1  NonCoding
ENSDART00000149448.1  NonCoding
ENSDART00000162686.1  Coding
ENSDART00000173175.1  Coding
ENSDART00000154560.1  Coding
ENSDART00000172486.1  Coding
ENSDART00000152886.1  NonCoding
ENSDART00000144527.2  NonCoding
ENSDART00000133088.1  NonCoding
ENSDART00000155468.1  NonCoding
ENSDART00000155997.1  NonCoding
ENSDART00000155419.1  NonCoding
ENSDART00000160595.1  Coding
ENSDART00000154407.1  NonCoding
ENSDART00000156349.2  NonCoding
ENSDART00000150757.1  NonCoding
ENSDART00000154496.1  NonCoding
ENSDART00000162659.1  NonCoding
ENSDART00000173966.1  NonCoding
ENSDART00000153532.1  NonCoding
ENSDART00000146899.1  NonCoding
ENSDART00000152980.1  NonCoding
ENSDART00000164681.1  NonCoding
ENSDART00000152602.1  NonCoding
ENSDART00000160928.1  NonCoding
ENSDART00000150088.1  Coding
ENSDART00000173176.1  NonCoding
ENSDART00000173494.1  NonCoding
ENSDART00000172658.1  NonCoding
ENSDART00000155833.1  Coding
ENSDART00000153100.1  NonCoding
ENSDART00000156277.1  NonCoding
ENSDART00000165552.1  NonCoding
ENSDART00000148845.1  NonCoding
ENSDART00000161527.1  NonCoding
ENSDART00000170544.1  NonCoding
ENSDART00000165127.1  NonCoding
ENSDART00000148605.1  NonCoding
ENSDART00000148963.1  Coding
ENSDART00000164600.1  NonCoding
ENSDART00000155243.1  NonCoding
ENSDART00000149271.1  NonCoding
ENSDART00000155068.1  NonCoding
ENSDART00000154612.1  NonCoding
ENSDART00000144692.2  NonCoding
ENSDART00000135637.1  NonCoding
ENSDART00000139807.1  NonCoding
ENSDART00000150751.1  NonCoding
ENSDART00000157775.1  NonCoding
ENSDART00000154926.1  NonCoding
ENSDART00000167105.1  NonCoding
ENSDART00000140464.3  NonCoding
ENSDART00000138054.2  NonCoding
ENSDART00000166789.1  NonCoding
ENSDART00000172996.1  NonCoding
ENSDART00000172872.1  Coding
ENSDART00000045018.5  Coding
ENSDART00000154521.1  NonCoding
ENSDART00000132359.1  NonCoding
ENSDART00000157996.1  NonCoding
ENSDART00000149401.2  NonCoding
ENSDART00000155201.2  NonCoding
ENSDART00000154067.1  NonCoding
ENSDART00000155741.1  NonCoding
ENSDART00000151996.1  NonCoding
ENSDART00000151877.2  NonCoding
ENSDART00000151944.1  NonCoding
ENSDART00000165941.1  Coding
ENSDART00000142121.2  NonCoding
ENSDART00000152334.1  NonCoding
ENSDART00000075814.4  Coding
ENSDART00000169935.1  NonCoding
ENSDART00000167543.1  NonCoding
ENSDART00000166043.1  NonCoding
ENSDART00000163121.1  NonCoding
ENSDART00000154191.1  Coding
ENSDART00000059613.4  Coding
ENSDART00000159968.1  NonCoding
ENSDART00000173771.1  NonCoding
ENSDART00000163736.1  NonCoding
ENSDART00000170914.1  NonCoding
ENSDART00000161558.1  NonCoding
ENSDART00000157270.1  NonCoding
ENSDART00000165365.1  NonCoding
ENSDART00000151706.1  NonCoding
ENSDART00000154914.1  NonCoding
ENSDART00000171926.1  NonCoding
ENSDART00000161970.1  Coding
ENSDART00000152663.1  NonCoding
ENSDART00000153548.1  NonCoding
ENSDART00000155691.1  NonCoding
ENSDART00000152263.1  NonCoding
ENSDART00000156644.1  NonCoding
ENSDART00000154127.1  NonCoding
ENSDART00000156668.1  NonCoding
ENSDART00000155232.1  NonCoding
ENSDART00000154894.1  NonCoding
ENSDART00000153012.1  NonCoding
ENSDART00000154937.1  NonCoding
ENSDART00000172760.1  NonCoding
ENSDART00000156220.1  NonCoding
ENSDART00000153602.1  NonCoding
